Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed,Slaughtered,Deaths
2020,Jan-Jun 2020,Europe,Italy,Veneto,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,,-,-,2,-,-,0,0,0,0
2020,Jan-Jun 2020,Europe,Italy,Veneto,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,14300,Animal,14300,14300,0,0
2020,Jul-Dec 2020,Africa,Ghana,Ghana,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,,-,-,5,-,-,0,0,0,0
2020,Jul-Dec 2020,Africa,Ghana,Ghana,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,2573,Animal,2573,0,0,146
2020,Jul-Dec 2020,Africa,South Africa,Western Cape,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,,-,-,29,-,-,0,0,0,0
2020,Jul-Dec 2020,Africa,South Africa,Western Cape,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,26801,Animal,502,0,0,0
2020,Jul-Dec 2020,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2020,Jul-Dec 2020,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,30,Animal,25,12,0,18
2020,Jul-Dec 2020,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2020,Jul-Dec 2020,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,-,Animal,1,0,0,0
2020,Jul-Dec 2020,Oceania,Australia,Victoria,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,,-,-,3,-,-,0,0,0,0
2020,Jul-Dec 2020,Oceania,Australia,Victoria,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,-,-,-,435378,Animal,255012,433504,0,1874
2020,Jul-Dec 2020,Oceania,Australia,Victoria,Low pathogenic avian influenza (poultry) (2006-2021),H7N6,Domestic,,-,-,3,-,-,0,0,0,0
2020,Jul-Dec 2020,Oceania,Australia,Victoria,Low pathogenic avian influenza (poultry) (2006-2021),H7N6,Domestic,Birds,-,-,-,5099,Animal,2000,4999,0,100
2021,Jan-Jun 2021,Africa,South Africa,Western Cape,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Africa,South Africa,Western Cape,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,609,Animal,2,0,0,2
2021,Jan-Jun 2021,Americas,Mexico,Aguascalientes,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Aguascalientes,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,230,Animal,151,0,79,151
2021,Jan-Jun 2021,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,350,Animal,8,0,342,8
2021,Jan-Jun 2021,Americas,Mexico,Hidalgo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Hidalgo,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,25,Animal,3,0,22,3
2021,Jan-Jun 2021,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,2,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,102,Animal,82,0,20,82
2021,Jan-Jun 2021,Americas,Mexico,Nuevo Le¨®n,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Nuevo Le¨®n,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,500,Animal,160,0,340,160
2021,Jan-Jun 2021,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,4,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,616,Animal,483,0,133,483
2021,Jan-Jun 2021,Americas,Mexico,San Luis Potos¨ª,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Americas,Mexico,San Luis Potos¨ª,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,26514,Animal,1361,0,25153,1361
2021,Jan-Jun 2021,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,3018,Animal,34,3068,0,33
2021,Jan-Jun 2021,Europe,Lithuania,Alytaus,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N7,Wild,,-,-,1,-,-,0,0,0,0
2021,Jan-Jun 2021,Europe,Lithuania,Alytaus,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-),H7N7,Wild,Mute Swan,-,-,-,-,Animal,1,0,0,1
